CaseOrder,Tenure
8853,69.24664
8204,57.04063
1325,2.967533379
4698,4.16861
9972,59.14016
9515,58.66601
2319,12.21802
4183,2.586551
9386,50.27926
8487,46.03183
1725,23.10105854
2139,9.37017
2265,4.719731
8874,71.21314
481,28.79864005
4706,7.766899
9522,71.23043
2205,19.68549
8040,60.49719
8580,59.30543
3195,8.373701
2140,3.362461
1045,14.5875554
6145,66.95572
4145,6.592291
9751,68.08277
5924,61.83914
5697,70.70015
770,4.332134531
4100,14.87149
1420,8.085917091
8164,57.43476
9609,42.22849
7687,69.13737
5101,47.92804
8673,71.33938
5062,51.20818
5210,70.70127
627,3.041138012
5614,70.02121
8232,51.87037
4250,8.870031
9080,49.7983
639,4.676474348
5018,66.50412
1553,2.965166415
27,10.40566091
7750,57.22556
8779,71.40954
8450,41.67396
8549,67.39326
4984,16.60248
5812,44.89823
5450,66.47606
3955,8.525122
7999,67.72471
6909,54.03362
6583,64.31709
394,5.988505209
1635,11.67107144
7870,58.42671
3588,2.317456
4648,9.74066
2555,6.732509
1564,23.27091932
4306,20.10599
3772,1.24728
9754,51.25081
7434,47.57047
5956,54.62225
7051,68.6663
9408,69.7539
8892,58.89646
4800,15.62643
9167,63.86178
3144,2.408011
8702,71.40033
7680,40.24973
3423,8.016341
2167,1.650984
1270,27.96096319
2950,15.38202
1336,22.57289049
3881,6.358996
6096,66.94572
2739,6.512117
7279,67.31311
195,3.892407013
7159,68.93442
8085,63.08151
1789,2.095488213
4756,15.13225
8084,65.63224
594,3.775528995
362,4.950398978
5317,70.59953
6805,71.27557
7114,65.01825
5223,67.49846
2275,10.91296
5117,53.61316
2267,7.667371
2514,10.85169
5071,66.95875
772,9.043575718
3678,16.15713
14,16.87922024
5177,66.76084
8775,56.37573
3209,3.212519
4715,15.37459
121,22.37815032
4158,3.850863
4230,3.367927
2085,9.955486
828,11.08306586
3169,22.60375
2383,9.713544
7035,70.04427
7138,52.48944
7555,48.62124
4758,5.192447
7309,61.30659
8235,58.85409
4588,3.080084
7325,52.09557
3143,12.03278
9729,71.15468
623,6.143856241
8115,53.79108
1681,12.95969924
2655,10.32034
7447,41.4761
1031,4.969645421
3829,8.284386
2636,2.827378
3173,9.254257
8631,64.85756
6783,51.6849
8370,45.88967
3439,11.36757
4690,3.422801
899,4.709035899
9789,69.3778
6760,65.54138
2805,3.469341
1923,12.52485764
4052,4.839337
2925,2.224742
3835,8.514329
9908,44.54138
4540,8.592449
359,2.485229169
5437,50.05258
7991,51.19372
3724,4.926111
999,4.952763872
9511,63.05783
2333,8.970035
7389,61.52081
9458,68.63549
5747,67.93006
5932,56.83604
6168,68.87727
3956,2.09202
3731,5.645298
8657,63.57829
9898,67.17715
2007,5.982479
9298,64.40902
192,11.64983735
894,3.317348927
7220,66.84316
2133,1.75453
2452,5.886238
2764,13.09427
9263,62.20437
8303,69.16679
2278,17.66747
3138,19.92045
8036,67.44709
257,11.86252419
4647,15.61752
6969,45.63215
1063,9.876537733
8548,61.9146
8575,59.00593
1833,13.22141934
8838,68.20321
5134,68.00474
472,14.68600159
4999,6.482702
9303,62.45252
760,6.248150471
3091,4.24454
7636,36.82387
7121,59.11937
4948,4.171617
3770,10.33785
6613,63.27825
9546,51.19742
4487,12.75395
5461,57.76017
5336,56.82113
4988,13.288
8920,65.32158
7906,62.2937
653,5.260136013
2148,16.64818
6929,57.7129
8418,59.46147
4432,8.454096
9500,51.43424
6547,61.44671
2089,3.737401
7280,69.88786
2314,7.367806
3809,7.61586
6558,70.31796
4925,7.704074
920,5.451895614
2580,18.32904
3620,3.02742
6024,62.9411
5724,61.0588
7088,63.64488
4403,2.637164
9373,37.23531
3785,9.345696
1250,2.937852035
7639,62.70376
2851,4.459993
2661,4.245295
6802,56.8397
9569,51.62267
6642,69.53494
5709,55.69627
3795,2.002856
6596,56.46532
3023,13.90887
7037,60.88815
3746,15.49078
7549,41.56439
2237,4.970731
711,5.567028377
4000,2.366635
9427,43.40702
8415,53.86603
1130,9.067061096
5434,68.64996
3567,19.95038
8016,50.98888
6721,66.60855
8918,42.07751
9069,51.7077
2951,7.513611
1013,7.852675802
842,17.71637154
5722,54.67054
9431,69.70761
2113,4.252913
5883,46.55404
7486,59.16562
4514,7.685406
6867,65.55327
5684,47.55305
3164,4.540275
1442,1.550200335
1614,21.20445421
5700,67.40482
9986,48.24454
4871,6.749571
5776,65.70769
3867,14.8386
3451,4.165508
317,2.462148717
7973,62.71297
2998,10.24306
3146,7.713222
880,13.01023159
3679,2.976407
8427,48.76309
331,9.734064703
4894,4.484822
1674,6.549842666
7115,70.41132
3579,8.443528
1499,4.955415304
4129,8.894523
6323,67.09561
6055,61.43691
6859,59.42848
8420,55.62538
6319,68.18425
9022,70.49442
1439,7.989151046
1982,26.68008793
1408,17.01228541
9086,64.71389
4760,3.199579
1011,3.976063151
1334,16.53244292
5238,50.09799
7992,63.20163
3337,5.881307
2050,13.37596
1849,1.360201959
5847,69.09557
9941,50.14317
8876,58.56191
3769,11.70988
2926,10.7668
5029,64.71488
3129,6.21102
7217,51.08527
5705,63.06195
9126,64.03187
5846,59.21586
2789,6.487048
9173,66.27924
3684,20.34377
5664,68.76753
5237,59.59391
8823,71.07998
9290,51.74916
7268,68.72245
8279,59.28333
2108,8.182907
4543,3.11391
9657,69.34207
4869,2.237136
9138,69.85281
7769,68.67008
5630,54.2897
1428,4.672608309
6067,71.7248
3441,4.638114
4528,15.54856
6437,70.04547
2923,2.598272
9798,45.44227
5901,71.82846
7243,70.49801
750,22.39935475
6184,70.67111
84,14.34766616
9671,57.20402
5623,66.0517
4225,14.91353
2524,5.142628
7572,60.44201
1432,15.98515564
1853,10.5309984
9864,67.16337
6048,52.42844
4308,19.9534
4501,7.521969
523,9.709171662
5642,61.0911
9391,67.95515
2296,14.7857
5852,63.67009
1302,16.91776871
112,6.577552683
8295,55.71809
1372,15.26657624
7385,71.11595
8225,50.31252
9638,51.84838
6808,67.26247
5804,66.99754
4727,12.2982
3013,7.012788
9969,56.05929
857,7.455148937
3322,24.26165
6285,64.80406
2184,21.58352
470,8.001673351
3147,6.566149
9392,66.83137
8596,65.12634
8648,47.29134
9968,68.81287
5529,68.85746
4845,2.780924
2031,3.434965
4768,2.006646
6485,70.2223
9750,71.58111
6337,63.1308
3402,7.831837
6985,66.76266
8271,54.87839
4709,9.875391
6317,44.65571
354,7.825845378
7861,56.5003
108,13.08671185
9148,71.58148
3552,9.49793
5733,63.01903
7691,69.33555
4217,5.527407
3470,27.12312
8539,68.6504
4461,2.546083
3534,12.00677
9,8.220686373
1645,10.01241216
9904,66.46085
873,2.704019894
4995,14.67731
3074,9.858242
2674,16.5852
4120,6.580765
6028,46.80924
2753,9.151288
8172,40.73541
8429,47.52483
8594,56.70254
8665,69.67964
7740,63.07329
4046,2.343134
9011,62.42321
629,3.905351198
7570,70.63238
7304,49.26265
7493,53.07128
3643,2.149118
5422,45.54189
2749,8.295192
9377,42.74967
6100,54.60066
9841,67.69557
1525,2.314052799
9528,64.68955
8162,65.2908
9249,67.61213
5098,62.61777
8586,48.73343
7959,62.77522
6064,67.09106
4333,5.111561
7179,57.62165
8753,47.4649
8447,67.11199
2236,18.5303
56,13.98666226
1262,14.96689418
2328,2.497434
341,5.690013293
5227,68.3703
8485,60.26349
3827,17.78769
9758,69.48617
9937,52.07771
5824,68.07677
3535,17.35639
1326,4.44463064
8326,67.02374
6397,48.52168
483,5.709925704
1280,2.704950495
6560,63.29423
476,5.372758028
9974,64.61283
1811,1.84841935
3651,12.38916
7766,61.49459
2970,12.78697
672,7.279044337
7053,69.87869
8320,66.44706
8053,68.90677
188,1.875430489
9208,53.01595
8228,52.86954
5574,52.98075
6229,66.86003
1129,6.19002424
2472,10.08697
5899,61.2541
7354,58.50292
7084,66.85896
5609,39.61469
4692,8.675197
9145,68.98021
1205,9.028422616
8857,69.74686
237,25.8634566
7966,39.52545
9631,64.00501
3521,13.21355
7764,66.80803
3524,3.084418
6766,66.36534
7416,51.58906
123,10.04672315
8935,56.841
1445,7.349883172
1929,20.00794461
6529,54.88358
3239,10.34256
469,20.04140358
4391,1.925345
7307,48.39095
6777,60.17878
3781,4.297488
419,4.924623699
3258,10.47789
1703,2.758173633
4915,11.40635
8567,60.55095
951,2.253077812
9501,70.41272
5961,56.12583
9316,67.01405
910,6.991642782
9199,52.99707
9668,68.73272
2266,10.77918
7523,43.91775
3042,3.518534
9719,47.74031
8515,49.8063
5533,58.52603
9991,63.63416
6799,54.47785
9332,53.99857
1138,4.255080878
2824,3.852241
4089,7.128376
9414,56.21686
7331,47.2887
8244,69.13685
4631,6.974284
4918,4.614124
5945,69.28827
5668,52.14985
9178,49.19446
7770,62.03084
3526,2.293413
2375,23.16242
1418,23.44153546
5660,66.22209
4272,2.337769
1066,4.187033385
7398,46.63035
9165,69.62503
9639,68.37019
7832,47.81985
7817,49.75092
9534,63.75865
8371,66.2073
9000,64.61898
4368,11.86797
1543,11.71308191
217,11.94550648
5530,70.634
8342,40.78534
8318,44.21572
7836,58.12044
8635,70.9092
3444,4.193947
4066,20.84965
631,5.141923371
3004,5.944147
3623,15.37783
5006,38.69991
9498,55.81802
6022,66.78366
904,13.17849974
4750,10.277
3694,1.866832
9289,55.01651
1843,12.24494477
6724,62.20783
4310,7.294292
6119,63.41331
65,9.634946079
2067,22.37984
7038,43.15974
8710,63.56932
1506,17.64373477
9967,61.28212
4313,15.05177
6242,49.35209
4927,17.61732
9442,60.47912
5289,65.66869
8968,69.58993
9960,43.47717
98,12.97632235
1895,4.510537408
5416,66.04097
3465,5.099943
8537,69.64918
3773,6.864699
461,9.461939857
2008,1.26105
7717,66.20027
3184,9.363006
268,11.04076215
5409,67.64041
2874,6.895966
2972,1.450219
1522,1.19808324
680,19.50833872
818,12.00858052
4839,2.429677
7105,66.37863
6513,62.05469
5179,65.82541
36,5.478588204
5400,57.56766
8078,70.68617
1292,7.010189312
2,1.156680997
2400,15.07508
4585,5.933094
1753,13.84769517
7144,71.31402
2762,2.210399
7640,65.25844
2720,6.472433
6907,38.56823
8500,53.91114
8563,62.77262
9988,54.54538
5200,54.6947
4658,7.019257
141,4.13273503
2015,18.2156
3264,1.532436
4977,8.930383
6749,55.91669
1788,5.867164261
1009,22.11524673
7669,71.25643
7292,61.9635
9745,57.1358
9650,47.56383
1427,10.3444125
1121,10.92511005
2370,7.400769
9127,58.11303
1196,7.629294031
6504,54.68209
5488,59.51288
3350,15.45104
8622,64.25691
5427,61.96091
8046,62.08636
5027,45.4868
4028,14.17125
9393,50.67652
3275,2.327566
5619,63.30929
2660,7.900866
9548,37.50261
6614,65.36263
9045,46.07603
2219,13.14986
6764,62.46827
5818,57.78109
2542,3.148665
5328,52.71096
3268,9.416447
4493,3.592376
10000,63.35086
6906,65.26702
9430,67.99131
3595,12.62769
7374,48.25673
1536,4.071312509
8736,71.12849
6207,56.73689
4023,10.94068
1960,10.99607752
4710,2.323179
291,6.253919786
4630,15.46234
991,3.079467822
5475,66.10268
2361,20.14176
7688,46.24205
2725,1.796113
5635,66.7449
6637,36.24048
5150,63.24097
3508,2.857213
2666,2.82818
2288,5.596602
3401,4.93863
4747,23.59578
9635,71.4569
1560,8.249941923
3380,8.53275
2971,6.842584
4584,8.850759
6431,61.30152
5584,63.28283
1773,2.693860703
7853,65.64436
2291,6.002744
1679,6.525380768
3399,8.741017
4442,1.081032
1314,7.442451151
4496,12.94793
7965,63.78532
853,4.784582646
9401,41.17585
93,3.273341151
3382,23.91177
7856,65.45503
9882,49.27373
1451,1.84918194
8196,66.7439
9677,64.28075
9781,64.67959
2441,7.633753
5297,47.77439
1491,4.279464865
2391,2.687062
6500,66.38881
379,4.801969514
4678,4.533178
4799,7.560138
1775,10.2452503
2470,13.85176
7514,67.37714
9083,61.27781
2744,11.84082
4470,4.419844
9480,61.29211
7472,66.94354
8088,60.14219
8536,68.11166
8174,56.97428
5622,60.87582
3699,22.52336
6281,59.00106
1037,14.69261964
7788,66.03197
5378,58.33561
5456,52.00223
3056,6.967998
3514,5.73054
4975,11.54316
431,13.83290937
8071,60.24235
3244,1.201284
2544,4.044209
5299,63.77494
9251,62.67099
9033,61.97321
3997,26.06474
5458,39.01296
1016,3.328266165
3940,2.142469
1758,5.402712746
3317,4.656535
8946,59.63916
4934,11.51972
5836,64.12772
5225,53.09491
2103,12.03582
9634,71.62561
321,3.115945151
8649,70.89862
2118,5.003409
3766,16.69091
8035,58.08347
2343,1.135161
4638,10.97775
4729,5.971951
578,3.998433243
4770,6.033703
3319,2.138986
1081,19.58895462
8223,55.44991
8234,51.22665
6844,71.39564
6601,62.54412
1402,12.71183755
8780,58.96403
6014,60.52991
4966,8.05975
8506,48.60336
984,12.51401968
6396,51.60111
5772,61.30642
786,9.294088005
8848,52.71022
8181,63.60495
1974,11.23691953
3182,20.3759
9749,70.35289
6742,49.05868
501,11.91663193
3653,23.75492
8171,69.61652
364,12.29558653
6214,71.56158
2906,13.09678
1362,4.089115347
293,9.640061615
6352,63.72195
7970,61.08796
4392,5.698156
8936,70.47803
94,19.75096265
8382,69.24438
3457,3.424062
4148,5.65315
8508,68.87713
1713,11.4488726
6175,56.37649
8361,50.94315
5905,67.97028
4376,9.51775
568,5.511437756
7844,65.9436
6813,64.88617
2706,2.199825
3352,5.179771
9805,66.16906
9890,71.7533
4734,8.031947
3935,8.160495
6053,66.03293
3203,3.83138
7461,61.61486
862,11.09808176
3500,7.349571
3373,5.8078
7940,64.91404
939,15.90065569
2136,7.658218
8444,55.89461
7998,68.67656
4103,7.032789
9552,66.42151
6767,69.74945
7701,67.98776
2531,18.529
5760,66.05097
225,6.945736396
1524,4.089399488
2389,9.388962
3276,1.764563
437,10.96319721
6679,66.6997
9308,67.75441
3310,2.326806
1044,2.601455981
8828,60.69166
3610,10.92718
8101,66.33852
3106,6.06866
7583,59.60106
4699,12.62182
5558,63.05008
3750,8.980916
7143,64.94284
9684,64.92481
5435,60.18407
6267,63.52047
5955,46.82488
5950,60.37982
7312,53.07792
769,6.541066702
9136,58.96026
6176,66.98487
2597,10.02603
5320,50.66574
845,6.588311936
1337,8.571860106
6487,66.57869
2105,13.0511
3044,2.266934
7085,63.43629
1932,2.48527604
6364,65.32231
9673,43.96321
6132,47.65726
465,3.179043613
569,16.58244758
4822,1.116305
7509,71.20362
1819,3.024806192
1527,12.94334524
2989,7.066142
1965,13.59949293
9497,43.01015
2280,9.307673
8247,70.14712
4910,5.516053
2102,6.363764
1144,3.072369855
1036,10.11019941
6779,58.6244
8711,48.20556
4122,17.25428
1824,12.54841227
303,14.14101821
1304,25.88644227
9478,61.54459
9081,62.84987
1816,15.12645563
6680,70.44727
2448,19.06753
1963,9.878308737
7163,69.35044
774,3.990895779
7650,58.76049
7332,47.99026
5640,59.85396
6942,60.45725
5154,68.6711
8045,65.9999
4298,8.172776
5251,46.23768
6167,68.33092
6083,45.7211
5463,70.4859
4728,3.665202
1467,4.002381804
8618,57.3396
5917,44.47594
7392,50.01323
8754,63.38783
4887,6.739064
2347,8.487326
140,11.71637124
1887,2.678577227
339,7.69213424
4357,31.81602
8407,36.98095
4816,13.34222
2617,29.95876
254,4.135827839
7513,56.9769
3893,9.882614
9756,60.48793
2526,18.96848
8009,47.59384
7065,38.47721
7276,63.23545
8614,52.25168
4008,2.438513
4399,7.579193
9777,57.49156
4818,8.171806
5802,58.50278
7837,64.28134
3159,4.123006
710,1.72479919
4459,3.575214
6240,55.66379
1566,8.245809832
7251,69.1503
7186,68.7146
3590,2.840185
734,6.050060777
954,1.457335487
4578,21.43457
2475,2.464275
273,1.926789854
2759,5.679237
9920,65.58919
3513,13.9749
2882,4.646695
5797,47.99043
587,6.951491551
8390,56.43572
5465,53.04753
4806,13.74701
1986,8.69123648
8664,65.351
1284,3.418302206
2850,3.600682
7682,58.34647
3854,2.504861
4227,3.817742
9784,57.01956
2209,7.394788
6091,59.96515
1366,5.682066541
491,2.012075635
4186,7.27652
3575,7.303501
9825,51.9989
6089,69.93388
6857,58.22037
4448,1.193519
2235,2.649474
3076,7.899007
1219,12.09641389
6790,64.6641
1701,14.28406007
6912,42.38378
9669,50.58015
400,1.665591776
876,8.735757967
1190,1.87055247
5207,69.05548
9863,56.54679
5557,51.17826
9233,61.52908
1101,2.440923609
7552,71.94498
7576,62.5016
2025,10.47338
3061,17.09722
3806,14.56715
9433,51.67412
7110,59.33894
3114,20.51646
422,3.238699239
2547,13.08213
5498,49.30275
6879,69.38285
9078,64.71742
9572,54.67286
1102,8.279774899
4362,2.222289
5654,41.94323
2516,14.04801
1905,9.626754665
2536,3.680185
4532,8.652909
2304,13.71891
9583,39.23379
830,8.654535873
4885,17.58224
3974,4.418665
2973,10.29318
4769,10.62816
7492,58.21476
3755,7.704545
4553,3.367303
1131,1.845003373
2074,8.954573
3647,7.571234
8051,67.56344
1452,9.07813252
2864,10.8754
1106,13.46926706
5069,58.75447
9879,54.84956
1771,5.118556082
399,10.90397471
839,9.073819276
798,9.289517752
6672,46.22292
2064,10.32943
2231,10.32825
3221,7.035161
5063,69.07545
4173,24.79814
3410,5.750643
5555,48.35393
5761,62.75224
1335,4.777862937
4852,5.236648
66,7.916533093
4274,7.816831
1748,6.403155881
4215,11.59641
7155,70.64083
1159,19.16163631
4123,4.143229
3052,4.462414
526,1.906368477
4629,8.828042
7838,65.2394
7414,62.32227
1110,4.611940238
6466,57.01834
1675,9.373705128
4761,9.630403
8703,48.14443
3230,2.668217
8550,65.38821
5318,61.96895
1743,7.644184483
6054,48.02057
333,2.423722078
8492,61.74695
3102,10.31129
599,14.57312339
1642,14.52416667
3580,13.33383
4015,2.068518
3155,7.194486
6531,58.12363
8017,66.19976
5556,71.9076
7489,49.54115
1416,3.688657724
4836,13.11297
4573,4.899337
229,5.071456681
4723,2.680333
499,16.88097916
4104,20.80434
6074,40.94814
903,15.806584
6110,64.61204
2750,11.38275
7704,59.93377
6385,52.68582
2366,10.17576
5021,65.57643
1238,21.10862922
893,5.36237356
3287,22.25056
8881,71.96235
6478,69.02836
1220,23.32691904
950,4.905988692
9876,60.12009
6280,66.67672
79,24.64873861
2577,6.960522
7941,69.27282
2683,7.238006
5245,37.45999
4235,10.1408
8933,63.6336
6114,67.49275
4348,11.20643
8879,65.28923
4218,14.93552
6791,69.14141
8967,57.71425
2017,3.151239
9477,71.06048
7427,68.82379
7963,67.70405
9112,52.3927
913,9.651065829
6512,52.55441
7723,66.67317
1282,1.225588884
3627,7.565171
4912,6.135015
2308,13.8206
2119,11.53174
5008,70.51996
4932,6.422331
6255,51.4203
3585,10.85354
3642,3.636783
1242,8.000279417
5186,67.06371
2978,11.17999
159,19.95277818
1709,16.75283806
2426,14.10183
5033,71.7083
5209,71.55342
8286,65.19187
2863,8.24734
1251,9.566169913
5644,67.93291
1109,1.763317472
9737,59.60865
8331,55.83128
7953,58.17786
3156,5.664193
7810,52.53836
284,11.58276897
9244,70.55657
3246,16.23853
7981,64.94053
1979,16.01233793
6824,43.28044
1793,1.796607335
2483,20.87424
755,6.343374736
2095,7.809364
3780,17.16447
6528,70.54775
9492,42.74753
8325,61.69408
2006,1.293553
8086,42.01957
6316,59.48902
2476,14.80349
8696,50.77278
7384,67.96008
3983,14.14568
8481,52.26662
9189,48.82939
8719,66.19707
3889,6.165028
2645,1.200106
5669,42.6954
905,11.58317216
8386,53.15277
7289,61.35337
1726,6.267383901
8541,68.34963
6148,59.97525
7510,62.58109
3714,4.548296
968,5.566520625
8308,55.67421
8952,65.38222
6934,68.56426
2047,19.50558
7755,68.69674
4500,19.69566
334,13.66061487
51,3.343811019
7117,46.88518
8993,54.28874
7145,63.56516
2553,7.990345
4655,1.712499
2023,7.387825
1209,19.9235245
5360,65.02121
1152,9.716052195
10,3.422086139
2815,13.03957
1708,1.871917709
3324,1.683285
9997,61.04037
5711,60.37442
5168,51.4346
9917,65.07643
5963,69.8304
6093,67.1217
4813,1.329981
1897,10.94833173
4474,6.681836
3445,1.776605
9207,56.96287
8227,43.50453
6220,62.8196
3807,3.263347
4415,8.324816
5908,65.48947
1673,3.060553536
9212,54.67414
9893,66.82584
6272,66.97309
3636,3.443373
428,10.03363969
7275,65.01857
2537,16.82081
6625,57.87826
8019,38.64796
547,8.054118994
8792,71.44791
4359,22.30566
4351,5.402848
2534,9.24589
6658,48.26544
3961,10.29135
4763,5.506063
6935,65.86739
172,13.88004531
5273,60.83121
1540,5.156329151
1483,20.13119126
1907,6.531735637
8127,61.60969
2735,13.81356
8274,52.95508
1901,16.3364928
694,11.90088632
4680,9.914638
9345,54.88836
8135,55.63139
7440,53.13301
6212,63.97947
9717,62.42366
2097,5.66162
7858,69.91714
8292,48.59906
4878,1.40024
7779,61.70332
5515,67.19559
7174,62.06064
542,8.932053699
4069,13.14021
9071,71.58237
9915,60.03004
7709,60.1778
7002,68.63397
2679,23.86996
6399,47.17599
9818,57.58191
9854,61.80927
2729,2.945436
883,2.463011656
7525,57.3854
7154,68.62845
9269,69.84899
1971,19.13168856
3289,20.45201
9943,70.26711
1517,11.55805828
1172,3.61323465
1447,9.605264775
7058,70.13699
6733,64.08645
2839,4.753084
1330,9.339307484
3758,5.095356
9849,57.89422
9828,61.10676
76,5.43464555
827,3.831221517
8751,42.04904
9415,56.39145
8706,52.38257
7696,57.70698
2751,6.780515
5563,38.71974
6762,58.51588
3784,10.13181
8558,62.27729
2388,14.76922
8158,65.79102
1623,18.36209103
7698,71.28653
8358,48.49789
9618,49.57035
946,14.63294721
7703,61.00511
5853,40.76616
4939,11.7516
8176,43.18342
7500,57.48285
9450,62.90578
9375,55.63584
2873,6.699323
1116,17.56356483
7656,58.40109
9732,65.39241
226,9.999416271
8885,52.8369
1857,13.40891729
8297,67.83633
6774,66.2177
5376,67.77122
846,4.222122394
573,6.956508263
7720,69.54666
8650,55.88646
6878,71.81157
3180,1.324008
3233,4.527649
3673,5.096104
6578,61.32236
155,18.91276578
477,13.82188875
6398,53.63969
3711,4.226363
4088,9.112126
6226,70.37667
3088,11.81544
3952,8.770703
5787,60.34007
4375,1.849221
9979,59.33902
6696,57.50229
9958,71.71958
1088,11.24061076
7123,48.99429
4479,2.820837
1100,13.76430574
5505,61.38844
8494,61.84543
6627,65.85442
3238,7.494128
648,7.748370205
6778,54.91727
7267,57.41425
919,10.34327947
208,5.827112819
9224,65.67292
5309,54.7128
9347,65.43822
8425,65.63056
3937,20.44277
3740,1.481306
7522,70.15014
4394,21.19498
5587,62.65335
4624,13.55138
5688,70.30403
4539,14.54834
9279,63.90696
8894,71.64551
5235,61.73934
8173,60.97847
8102,58.2471
6902,43.55176
7534,52.98326
8761,36.28161
9021,65.31625
6471,68.03515
9755,65.71379
6228,67.13541
6654,64.89527
3417,21.37858
1837,11.34130832
2454,5.395611
3030,17.2501
168,8.044444101
6105,68.15887
9566,61.00345
48,9.427146079
6298,55.76858
8113,53.89174
4494,15.73713
1508,6.7464384
7865,69.05044
2613,14.86158
7702,50.52613
9101,66.70866
5366,45.92294
2222,7.94384
5691,57.36372
987,2.506101194
424,15.22323989
5995,62.27397
1435,1.915736733
6629,66.91238
5903,40.12358
9238,66.68688
6216,56.7422
2287,9.049865
7148,69.86009
2115,7.831744
5201,42.22682
1783,4.106981469
4899,4.795038
2051,11.5352
7150,68.28597
1351,10.55505829
7668,68.3119
9410,69.99165
3085,5.538303
3922,4.655119
8265,63.01044
1738,4.186523762
9265,63.97683
7551,69.97129
3888,1.005104
5613,66.00869
8368,54.63591
4131,18.61815
6342,59.05725
7045,41.63772
1469,12.13508874
8197,60.81814
565,1.375013189
8568,54.0833
9107,67.97714
3779,7.637611
4171,7.33513
856,4.667703398
310,4.030250374
1781,10.73057042
4379,11.32663
8182,71.023
5364,49.18219
3307,4.189207
548,14.96135055
7867,70.33871
2478,6.453124
9712,64.33534
2582,16.38978
5255,55.81582
5777,63.45489
3977,9.104003
721,2.904448825
4388,21.50913
2932,8.840599
541,1.815836226
466,14.58066686
2233,4.338536
5133,56.69146
8728,61.70273
8472,52.9247
1048,7.904120653
8803,66.70002
7297,59.53825
2316,13.15232
9660,70.89101
61,2.871017037
5696,65.60287
4850,4.096547
5286,65.74132
3537,4.733989
6623,65.62722
328,1.407866545
3565,9.38783
6149,55.40938
6540,62.09112
3216,13.61564
616,3.149071183
536,6.811759674
4625,10.14235
4829,23.63005
9820,71.16373
7516,62.68348
909,7.176700824
582,7.21126107
5793,68.01745
4292,6.602711
1264,18.95221637
173,19.48900163
8215,67.68938
2823,4.845811
4477,5.892496
3458,11.84721
2871,3.612294
6666,61.37983
925,14.44810037
6847,57.72932
5110,42.73326
5380,63.38899
3454,3.924177
5270,57.6618
5659,60.76709
6694,64.33211
3496,1.253929
5738,50.89715
9759,66.53731
8740,62.86571
2691,6.183692
1431,10.27733324
1761,11.32652677
5446,53.77634
8366,69.75643
6659,62.30892
7071,69.71148
7694,55.68371
605,14.46037646
1240,8.574105728
8482,63.81393
416,5.2551003
50,11.56938439
3022,2.80856
2811,4.995373
5079,64.08432
1165,26.16514147
1780,23.68987753
739,6.503513341
7021,70.60728
8752,62.71718
4683,7.820202
596,2.843930975
1812,1.884992328
813,5.786960464
9761,60.67808
3119,11.00718
5860,47.78655
5264,65.61044
6027,70.6626
3695,2.240146
8023,52.66362
4317,15.10612
8720,46.94667
5162,70.99222
6607,54.66546
9792,70.18048
5012,66.44552
7057,67.5801
2014,3.081551
8212,60.78096
775,9.07068647
3384,2.543632
4402,4.908846
3553,4.740006
440,10.27782059
714,5.759571228
4551,10.5771
224,2.581692044
3550,3.59353
9162,67.18365
9455,50.26004
8476,71.80608
1083,2.871446409
2728,7.650642
5785,70.34319
6390,50.30252
735,7.599617029
5771,70.18932
7149,53.02997
8359,59.49864
3257,7.988116
9327,64.05063
3845,2.93932
3191,1.875298
8771,64.14083
3379,14.77367
9895,69.76674
7610,67.62049
6866,68.36063
2114,10.99952
3256,9.93773
7349,56.56864
5707,63.06098
1644,12.30462572
5316,57.78386
5701,70.62907
358,2.810825808
4476,8.902965
531,2.447649309
4732,10.10287
9809,64.27877
8511,54.65479
1094,17.41856593
3561,11.32383
5862,44.99139
3186,16.27138
9484,67.74157
2881,2.984004
6541,36.7649
8873,60.05643
3326,10.13511
5082,57.04429
8826,67.10773
7078,61.04909
8020,58.3401
8055,66.78484
6905,62.03353
8856,62.5567
2338,3.399281
4082,11.76752
5499,70.72564
8166,70.38624
9733,71.24523
9565,59.8408
7568,71.45998
3504,1.740498
5208,59.01526
7626,71.16551
5468,48.20538
5385,55.75053
5851,53.75074
8248,45.92276
4234,3.761516
5070,70.38153
2846,15.97096
3132,2.123318
5745,64.44445
7585,57.90418
7654,69.74808
4712,6.027061
9681,52.20612
4140,17.21579
1859,8.703568707
6661,57.07682
301,4.439685675
4682,1.556238
9254,65.85662
6365,71.1184
406,3.288124191
5392,67.94385
2425,3.664542
3621,5.638782
8592,70.14609
7172,63.93709
8353,52.53037
3894,3.657847
1367,3.187512279
415,5.254442453
6870,56.35945
8514,43.02146
3587,5.72421
2331,3.99954
3583,16.76542
6868,71.3009
7308,59.6238
4974,11.94546
2698,1.989684
8926,54.99066
8628,62.68234
5137,45.45067
6616,43.20929
6311,63.87447
3959,6.162825
7504,50.7426
3558,16.26349
8435,65.25348
4828,5.976743
9313,66.48285
509,1.534192133
9796,46.05744
7030,71.85743
8621,63.47229
2449,2.12851
1782,9.46447702
4907,21.19755
7082,66.82276
5665,54.8774
3617,4.415788
9615,64.49478
8880,63.58076
6704,64.67729
8554,64.5943
9340,56.17179
4640,3.171487
7333,60.89564
9301,69.00321
4320,9.121337
6144,71.73306
3686,20.5032
1610,11.21152941
1403,3.868738215
2819,14.06379
1873,2.231526082
8839,51.67488
6233,66.81556
181,15.64596698
4013,13.79595
