CaseOrder,Bandwidth_GB_Year,Device_protection,Online_backup,Options
2375,2698.307074,1,0,5
1418,1997.134556,0,0,3
5660,6070.299747,0,0,4
4272,763.7190374,0,0,5
1066,437.8833399,0,0,4
7398,3980.552637,0,0,4
9165,5934.090437,0,0,6
9639,6752.652755,1,1,3
7832,4262.753521,1,1,3
7817,4387.374407,0,1,6
9534,5623.802264,1,0,2
8371,5943.037284,1,0,3
9000,5623.819353,0,1,5
4368,1597.444059,0,1,2
1543,1324.200333,1,0,3
217,1536.589816,0,0,3
5530,6104.035524,0,1,2
8342,3610.264679,0,0,5
8318,4222.497317,0,1,4
7836,5292.78252,0,0,4
8635,6127.202373,0,0,3
3444,1242.428824,1,1,2
4066,2280.034122,0,0,2
631,927.5974127,1,1,2
3004,1429.709066,1,0,2
3623,1819.640333,0,1,3
5006,3878.380326,0,0,4
9498,5071.720337,0,1,3
6022,6356.486114,1,1,4
904,1328.747604,0,0,3
4750,1429.357527,0,0,3
3694,427.8088852,0,1,4
9289,4767.934082,0,0,3
1843,1653.165932,0,0,2
6724,5841.787149,1,0,4
4310,983.0214047,0,1,4
6119,6297.599869,1,1,3
65,1083.610268,1,0,4
2067,2146.833629,0,0,3
7038,3992.137613,0,1,3
8710,5866.269219,1,0,4
1506,1594.963149,0,0,3
9967,5870.569243,0,1,2
4313,1281.098493,0,1,3
6242,4827.605046,1,1,4
4927,2123.830793,0,1,5
9442,5341.089808,1,0,2
5289,5757.017238,1,0,2
8968,6061.493639,0,0,3
9960,3935.280548,0,1,3
98,1956.7337,1,1,3
1895,1222.622089,0,0,3
5416,5972.423634,0,0,4
3465,499.9821554,0,0,2
8537,6420.370535,0,1,3
3773,1422.2449,0,0,3
461,1267.634616,0,0,5
2008,1206.875735,1,1,3
7717,5680.91898,1,0,4
3184,1874.033411,1,0,3
268,1494.716409,0,0,3
5409,6308.665694,1,1,4
2874,1063.884067,1,0,3
2972,877.1087708,1,1,4
1522,253.7938252,0,0,3
680,1751.748167,0,0,3
818,1774.586726,1,1,2
4839,494.5000388,1,1,3
7105,5727.479091,0,0,3
6513,5735.926133,0,1,5
5179,6010.445763,0,1,4
36,1209.961168,0,1,3
5400,4968.328024,1,0,3
8078,6024.728963,0,0,4
1292,914.8863272,0,1,1
2,800.9827661,0,0,4
2400,1279.70353,1,0,2
4585,786.1863432,0,0,4
1753,2137.666732,1,1,3
7144,6619.007955,1,0,4
2762,731.2638925,1,1,2
7640,5644.976125,0,0,3
2720,1176.899402,1,1,5
6907,4172.229195,0,0,3
8500,4810.280705,0,1,1
8563,5334.884836,1,1,3
9988,5135.575997,1,0,3
5200,5546.135558,1,0,3
4658,998.0645117,1,1,6
141,700.7343179,1,0,4
2015,2710.705946,1,1,3
3264,535.7389183,0,0,4
4977,1419.629707,0,0,2
6749,5428.595513,0,1,4
1788,386.8447822,0,0,3
1009,2496.770215,0,0,4
7669,6106.984548,0,0,4
7292,5965.231611,1,1,3
9745,5277.709711,0,0,2
9650,4140.83823,0,1,3
1427,1690.990907,0,1,3
1121,1696.540148,1,1,4
2370,1553.818731,0,0,5
9127,5253.956688,1,0,2
1196,940.7924479,0,1,4
6504,5294.782338,0,0,3
5488,5057.818142,1,0,4
3350,1777.783534,0,0,3
8622,5671.161211,0,0,2
5427,5688.676981,0,0,2
8046,6253.824131,0,1,5
5027,4132.534649,1,0,6
4028,1841.554887,1,1,3
9393,5313.315024,1,1,1
3275,1117.725477,1,0,4
5619,5592.361956,0,0,4
2660,1063.793472,1,0,4
9548,3406.934201,1,0,5
6614,6206.523208,0,1,3
9045,4275.297726,1,1,5
2219,1515.763354,1,0,3
6764,6240.770429,0,0,3
5818,4768.978651,0,0,5
2542,1025.253482,0,1,4
5328,5042.24777,0,0,4
3268,1005.091786,1,1,6
4493,1189.261161,0,0,5
10000,5857.586167,1,1,3
6906,5757.310478,0,1,4
9430,6080.672336,1,1,5
3595,1443.47725,1,0,4
7374,4103.479649,0,1,2
1536,693.1317301,1,0,3
8736,6103.615106,0,1,4
6207,5006.557282,1,0,4
4023,1326.472227,1,0,3
1960,1120.873005,0,0,4
4710,990.7760503,1,0,3
291,1297.050577,1,1,4
4630,1786.342426,0,0,5
991,841.9396981,1,0,4
5475,6641.027483,1,1,4
2361,1982.143037,0,1,5
7688,5116.648865,1,1,3
2725,1042.042108,0,1,5
5635,6382.531232,1,1,4
6637,3667.746982,1,0,4
5150,5583.671778,0,1,4
3508,1031.032132,0,1,5
2666,1092.512913,1,1,4
2288,1465.141784,1,1,5
3401,722.8952824,0,1,4
4747,2632.143148,1,1,5
9635,6112.430745,0,1,4
1560,859.8649518,0,0,3
3380,1122.62327,0,0,2
2971,1209.707399,0,0,5
4584,1152.131327,0,1,3
6431,5328.929299,0,0,3
5584,5641.382534,0,1,3
1773,764.3624669,0,0,2
7853,5455.249378,1,0,2
2291,968.2908707,0,1,4
1679,703.8007764,0,1,4
3399,1107.083954,1,0,3
4442,924.0234298,0,1,4
1314,1030.206721,1,0,3
4496,1126.457158,0,0,3
7965,6133.741768,0,1,4
853,1038.488303,1,0,5
9401,3561.612414,0,1,2
93,443.984031,0,0,3
3382,2059.963787,0,1,3
7856,5430.052321,0,0,2
9882,4444.639718,0,0,3
1451,297.5330656,0,0,3
8196,5899.695132,1,1,5
9677,5851.532323,0,0,2
9781,5994.368564,1,1,3
2441,1227.405249,1,1,2
5297,4696.771589,0,0,4
1491,704.224884,0,0,5
2391,490.2102038,0,1,4
6500,6008.707062,0,1,3
379,639.3261343,0,0,4
4678,1396.329395,1,0,2
4799,1503.364958,1,0,5
1775,1197.086571,1,1,4
2470,1584.550026,0,1,4
7514,6196.420115,0,1,5
9083,5610.48353,1,0,6
2744,1318.102379,0,0,4
4470,927.4696678,1,0,5
9480,5163.277727,0,0,5
7472,5597.999017,1,0,5
8088,5526.132591,1,0,4
8536,6277.222751,1,1,4
8174,5052.181985,1,0,3
5622,5536.195731,0,0,3
3699,2587.895755,1,1,3
6281,5367.063694,0,0,4
1037,1587.826878,0,0,3
7788,6005.171652,1,1,4
5378,5503.322362,0,1,4
5456,4695.750395,0,1,2
3056,1900.983013,0,1,5
3514,686.2974269,1,0,4
4975,1562.246266,1,0,3
431,1376.095043,0,0,3
8071,5469.880413,1,0,3
3244,375.6589979,1,1,3
2544,991.6890153,0,1,2
5299,5284.821838,0,0,4
9251,5341.756379,0,1,5
9033,5251.722647,0,0,2
3997,2960.453451,1,0,4
5458,3382.423508,0,0,3
1016,630.0568972,1,0,1
3940,1058.572083,1,0,3
1758,700.0279564,0,0,3
3317,1012.460755,1,1,3
8946,5176.880863,1,0,2
4934,1708.389751,1,0,3
5836,5611.04531,0,1,5
5225,4928.976354,1,0,4
2103,1337.343299,0,1,2
9634,6814.250407,0,1,3
321,373.2772664,0,0,3
8649,6207.390421,1,1,6
2118,1106.910603,0,1,5
3766,1705.393068,0,1,3
8035,5724.812194,0,0,3
2343,731.9309009,1,0,3
4638,1417.312047,1,0,5
4729,875.6471402,0,1,3
578,327.6622533,1,0,3
4770,824.4079658,1,0,3
3319,1038.488008,0,0,3
1081,2323.477681,1,1,4
8223,5068.172778,0,0,2
8234,4847.193795,0,0,4
6844,6571.767003,0,1,4
6601,5561.88036,0,1,4
1402,2383.673575,1,1,2
8780,5534.707356,0,0,3
6014,5214.429658,1,0,3
4966,2060.344507,1,1,2
8506,5002.761216,0,1,5
984,1848.378413,0,0,2
6396,5033.827918,1,0,2
5772,5771.251702,1,1,5
786,1523.63262,1,1,2
8848,4943.594438,0,1,3
8181,5588.56191,1,1,3
1974,1905.350528,1,1,5
3182,1958.648355,0,1,3
9749,6058.624431,0,1,3
6742,4828.989251,1,0,5
501,1372.385193,0,0,5
3653,2142.048492,1,0,4
8171,6014.886274,0,1,3
364,1334.403775,1,0,4
6214,6243.772617,1,0,3
2906,1596.175795,1,1,3
1362,1467.90459,0,1,4
293,1698.465833,0,1,5
6352,5624.671786,1,1,3
7970,5765.465884,1,1,4
4392,1325.472004,1,0,4
8936,6857.525674,1,1,3
94,2481.385603,1,1,3
8382,6024.530188,1,0,4
3457,991.5989798,0,1,4
4148,1070.918591,0,0,4
8508,6366.330959,1,1,4
1713,1344.718981,0,0,3
6175,5088.824488,0,0,4
8361,4946.54616,1,0,2
5905,5805.233954,1,0,4
4376,1892.444874,1,0,3
568,910.210446,0,0,2
7844,5787.413462,0,1,3
6813,6221.262758,1,1,3
2706,518.7305953,0,0,3
3352,1283.308128,0,1,3
9805,5924.59411,1,0,2
9890,6087.145624,0,0,4
4734,971.3001605,0,1,4
3935,1689.545339,1,1,1
6053,5832.81909,0,0,4
3203,538.9921729,1,1,2
7461,5394.861435,1,0,4
862,1541.269223,0,0,3
3500,863.2029351,0,0,5
3373,1023.75368,0,0,2
7940,5921.680845,1,0,4
939,1729.48154,0,1,4
2136,1417.62647,0,1,5
8444,5045.584915,1,1,3
7998,6836.227251,0,1,3
4103,1378.197785,1,0,3
9552,5977.806518,1,0,1
6767,6312.410152,1,0,4
7701,6207.251325,1,1,2
2531,2600.878739,1,1,3
5760,5983.812869,1,0,3
225,1427.088655,0,0,3
1524,644.5909961,1,1,2
2389,1262.469988,0,0,5
3276,602.3082109,1,0,4
437,1270.217581,1,0,5
6679,6100.656645,0,0,6
9308,6071.169112,0,1,5
3310,755.6830943,1,0,5
1044,721.8510774,1,0,5
8828,5456.214913,1,0,4
3610,1203.774277,0,1,3
8101,5883.826226,1,1,5
3106,573.5316869,0,1,5
7583,5179.444858,0,1,3
4699,1802.889936,1,0,5
5558,5530.421045,0,0,3
3750,1931.414865,0,0,4
7143,5953.457873,1,0,3
9684,5469.698389,1,0,6
5435,5173.091219,0,1,4
6267,5789.828433,0,1,3
5955,4506.056002,0,0,3
5950,5910.719593,1,0,4
7312,4723.704977,0,0,2
769,1532.283357,0,1,3
9136,5655.286153,1,1,4
6176,6234.269377,0,0,4
2597,1183.503581,1,1,4
5320,4455.454555,0,0,2
845,751.8733285,0,1,4
1337,1170.35317,1,0,3
6487,6289.493619,1,1,4
2105,1571.238893,0,0,1
3044,1214.128652,1,0,4
7085,5339.932352,0,0,4
1932,521.8726735,0,0,5
6364,6228.197573,1,0,5
9673,4140.577207,0,0,3
6132,4115.596496,0,0,4
465,744.2470872,0,0,2
569,1981.954133,0,1,3
4822,866.6314272,1,1,4
7509,6015.340909,1,1,4
1819,847.1259509,1,0,3
1527,1711.161405,0,0,3
2989,576.1637573,0,0,4
1965,1587.688033,0,0,4
9497,3643.379954,0,1,4
2280,1067.709253,0,1,3
8247,6036.455962,1,0,2
4910,1294.27991,0,1,3
2102,845.9832801,0,1,3
1144,584.4226607,0,1,3
1036,923.420908,0,0,3
6779,4965.419569,0,0,6
8711,4321.775833,0,0,4
4122,1861.838695,1,0,3
1824,1153.262724,0,0,2
303,2335.130986,1,1,4
1304,2576.783187,1,0,3
9478,6284.948965,0,1,2
9081,5450.604196,0,1,2
1816,1549.802896,1,0,4
6680,6196.925843,0,0,3
2448,2215.644479,0,1,2
1963,1647.420385,1,1,4
7163,6080.464463,1,1,3
774,598.4998978,0,1,4
7650,5246.927502,1,0,4
7332,4728.939595,1,0,3
5640,5305.602924,0,1,4
6942,5374.519903,0,1,5
5154,6192.288655,1,1,2
8045,5604.566058,0,0,4
4298,1275.385401,1,0,4
5251,4144.818142,1,0,3
6167,5775.455429,0,0,3
6083,4676.648543,1,1,2
5463,6655.981104,0,0,4
4728,678.3000196,0,0,3
1467,391.7847619,0,1,3
8618,5648.31533,1,1,5
5917,4735.622867,1,1,3
7392,4239.183678,1,1,4
8754,6325.364407,1,1,4
4887,1211.320081,1,0,4
2347,1181.038508,0,1,5
140,1805.011298,1,0,4
1887,497.4668116,0,0,2
339,1220.452161,1,0,6
4357,2977.360531,0,1,3
8407,3668.332806,1,0,4
4816,2027.493646,0,1,4
2617,3119.385384,0,0,5
254,1066.632555,0,1,3
7513,5744.847584,1,0,4
3893,1596.133478,0,0,4
9756,5406.560212,1,1,2
2526,1811.884356,0,1,4
8009,3992.381842,0,1,4
7065,3385.487772,0,1,3
7276,6210.36612,0,1,4
8614,4539.697433,0,1,3
4008,520.3000287,0,1,3
4399,1275.031579,0,1,4
9777,5284.148453,0,0,4
4818,1307.928901,1,0,4
5802,5080.067605,0,0,4
7837,5975.890408,0,0,3
3159,1621.897996,0,0,3
710,704.1947645,1,1,4
4459,1616.617211,1,1,3
6240,4909.784465,0,0,2
1566,1317.69652,0,0,2
7251,6477.148408,0,1,4
7186,5897.501471,1,1,3
3590,915.3457897,1,1,3
734,1338.110998,1,0,2
954,1072.481938,0,0,2
4578,2141.091982,0,1,4
2475,1030.224777,1,0,2
273,287.8189836,0,0,5
2759,895.0975786,1,0,2
9920,6364.432003,1,1,3
3513,1400.209069,1,0,4
2882,1658.402714,1,1,3
5797,4442.533708,0,0,3
587,1356.299478,0,0,3
8390,4726.723807,0,0,2
5465,5276.196262,0,1,3
4806,1598.336024,0,1,4
1986,1299.240934,0,1,3
8664,5630.09035,0,1,3
1284,926.9394553,0,0,3
2850,935.8715835,0,0,5
7682,5194.643427,1,0,3
3854,900.8621208,0,0,4
4227,506.3292263,0,0,5
9784,5056.967909,0,0,5
2209,1449.160419,0,1,5
6091,5263.711526,0,0,3
1366,884.6278615,1,0,2
491,565.3167155,1,0,3
4186,1155.524102,0,0,4
3575,1477.901329,0,0,4
9825,4979.183398,0,0,2
6089,6328.715655,1,1,4
6857,5136.846144,0,1,3
4448,863.525358,1,0,6
2235,1164.574248,1,1,4
3076,1248.474574,1,0,3
1219,1461.101266,0,0,3
6790,5880.897031,0,0,5
1701,1887.699697,1,0,3
6912,3982.646072,0,0,3
9669,4995.383757,0,0,3
400,169.3992798,0,0,1
876,1068.543522,1,0,3
1190,278.9942907,1,0,6
5207,6130.392142,0,1,2
9863,5615.375487,0,0,5
5557,4205.731492,0,0,3
9233,5397.665839,0,1,3
1101,1092.134853,0,1,3
7552,6879.458804,1,1,4
7576,5902.250031,1,0,4
2025,1428.669992,1,0,3
3061,2397.112902,0,1,3
3806,1482.175651,1,0,3
9433,4641.841664,0,0,3
7110,5958.978015,1,1,4
3114,1859.777405,1,0,1
422,1143.685617,1,1,2
2547,1655.992508,1,1,4
5498,5003.406744,1,1,3
6879,6600.127641,1,1,3
9078,5694.946384,0,0,5
9572,5165.862705,0,1,3
1102,1571.814704,1,1,4
4362,497.5901263,1,0,5
5654,4185.58497,1,0,4
2516,1507.684892,1,0,3
1905,1575.771505,0,0,4
2536,587.7258611,0,0,4
4532,1771.134878,0,1,4
2304,2259.182707,1,1,4
9583,3600.119372,0,0,4
830,1120.116258,1,0,5
4885,1964.367635,1,1,4
3974,1290.002306,1,0,4
2973,1207.830056,1,0,2
4769,1847.226235,0,0,3
7492,5805.996684,1,1,3
3755,1618.557444,0,0,2
4553,558.284596,1,0,2
1131,507.6007948,0,0,3
2074,967.4628508,0,0,4
3647,930.0652299,1,1,5
8051,6555.502175,0,1,2
1452,814.974232,0,0,3
2864,1837.760704,0,1,3
1106,2006.076916,0,1,2
5069,5739.806189,0,0,4
9879,4777.674258,1,0,4
1771,1064.629876,1,1,2
399,1710.958869,0,1,4
839,1214.758985,0,1,2
798,1096.234525,0,0,4
6672,4625.577762,1,1,3
2064,1400.209666,1,1,2
2231,1683.120743,0,0,3
3221,1071.748463,0,0,3
5063,6385.746999,1,0,5
4173,2334.936502,0,1,4
3410,657.9643336,0,1,4
5555,4711.28064,0,0,5
5761,5865.625146,1,0,2
1335,1464.442974,1,0,3
4852,1060.76878,0,1,1
66,1570.641337,1,1,4
4274,1479.383716,0,1,3
1748,862.0866469,1,0,3
4215,1209.433597,0,0,3
7155,6146.916544,1,0,6
1159,1746.011415,1,0,4
4123,558.6380046,0,1,4
3052,628.7093519,0,0,2
526,736.161108,0,0,4
4629,1997.36133,1,1,3
7838,5961.257871,0,0,4
7414,5812.302388,0,1,3
1110,722.0878256,1,0,4
6466,4714.487291,0,0,4
1675,1039.67302,0,0,4
4761,1237.830202,1,0,4
8703,4524.487668,0,0,2
3230,627.2429503,1,1,3
8550,6084.157683,1,1,3
5318,5474.602288,0,1,4
1743,1461.63461,1,1,3
6054,4619.488116,0,0,3
333,557.0118807,0,0,3
8492,5450.903985,0,0,3
3102,1128.898886,1,1,3
599,1329.158978,0,1,4
1642,1299.5973,0,0,3
3580,1312.812193,0,0,3
4015,1291.115762,1,1,3
3155,826.2618071,1,0,2
6531,5232.754859,1,0,5
8017,5913.740403,1,1,5
5556,6457.248707,1,1,4
7489,4279.082635,0,1,3
1416,557.4590468,0,0,2
4836,1705.302867,0,1,5
4573,1125.779521,0,0,1
229,1402.20491,1,0,2
4723,352.0824182,1,0,2
499,1939.600904,0,0,3
4104,2094.027389,1,0,4
6074,4444.680517,0,1,3
903,1490.383762,0,0,3
6110,6030.712542,0,1,5
2750,1636.428296,1,0,2
7704,5088.760007,0,1,4
6385,4878.104493,1,1,3
2366,1473.485303,1,1,4
5021,5942.500538,0,0,4
1238,2536.687205,0,1,4
893,545.6211065,0,0,3
3287,2162.669491,1,1,2
8881,6292.15687,1,0,4
6478,6658.685288,1,0,4
1220,2649.830017,0,0,6
950,738.8929143,1,0,5
9876,5873.892189,0,1,2
6280,5846.298734,0,1,6
79,2660.503932,0,0,4
2577,1466.444336,1,0,2
7941,6708.539556,0,1,4
2683,1495.619695,0,1,3
5245,4019.898568,0,1,3
4235,1774.889088,1,1,2
8933,5985.170527,1,1,3
6114,6107.121136,0,0,5
4348,1452.316701,0,1,4
8879,6165.048793,0,0,6
4218,1670.49598,1,1,5
6791,6746.608618,0,0,4
8967,5030.841405,1,1,2
2017,970.5121325,1,1,3
9477,6055.61999,0,1,3
7427,6000.114125,0,1,3
7963,6348.304776,0,0,4
9112,4761.278588,0,0,4
913,1719.483972,1,1,4
6512,4767.338494,0,0,2
7723,6503.605593,0,0,3
1282,547.9869964,0,1,5
3627,1541.0921,0,1,3
4912,877.3671989,0,1,4
2308,2020.782911,0,0,4
2119,1840.767702,1,0,3
5008,6123.243244,0,0,3
4932,1316.360571,0,1,4
6255,4399.187338,1,1,3
3585,1639.236491,0,0,5
3642,529.8555137,1,0,2
1242,1441.176168,0,1,3
5186,6171.048605,0,1,5
2978,1168.630192,1,0,5
159,2190.259876,1,0,5
1709,2122.146303,0,0,5
2426,2353.047822,1,1,5
5033,6105.925473,0,0,4
5209,6691.71698,1,1,3
8286,6225.526096,0,0,5
2863,1667.506374,0,0,3
1251,1344.903546,1,0,3
5644,6131.484263,1,0,4
1109,746.9528584,0,1,4
9737,5251.895843,1,0,4
8331,5122.454947,0,0,3
7953,5515.361269,1,0,4
3156,607.6047155,0,0,4
7810,5431.77178,0,0,2
284,1849.484087,0,0,3
9244,6180.701125,1,0,3
3246,2024.875698,0,1,1
7981,6060.196481,1,1,4
1979,2010.958936,0,1,4
6824,4221.824522,0,0,5
1793,971.697137,1,1,3
2483,2497.717707,0,0,4
755,1207.841461,1,1,2
2095,1572.631084,0,0,4
3780,2519.749676,0,1,4
6528,6261.334731,1,0,3
9492,4730.05387,0,1,3
8325,5593.020458,0,1,3
2006,278.4405252,0,0,2
8086,3976.166899,1,0,3
6316,4859.191572,0,0,2
2476,1661.346466,1,0,3
8696,4401.494135,0,1,4
7384,6140.731914,0,1,6
3983,1531.785841,1,0,5
8481,5218.124457,0,1,3
9189,4759.907327,1,1,5
8719,5748.631133,0,0,3
3889,934.5432733,1,1,2
2645,336.3711095,1,0,2
5669,4638.796434,1,0,3
905,1199.466728,0,1,5
8386,4873.126502,0,0,3
7289,5255.178769,1,1,4
1726,1174.414663,0,0,3
8541,6376.192688,0,0,3
6148,5135.332591,0,1,2
7510,6244.841283,1,0,4
3714,1143.803066,0,1,2
968,1434.828418,0,0,2
8308,4724.945111,0,1,2
8952,5393.30138,0,0,3
6934,6463.371502,1,1,3
2047,2077.919709,1,1,4
7755,6054.623559,0,0,3
4500,1876.809732,1,0,3
334,2205.334092,0,0,3
51,1026.387172,1,0,3
7117,3891.647782,0,0,3
8993,4903.899257,1,1,3
7145,5499.021787,1,0,5
2553,1654.594921,0,1,3
4655,763.7549084,1,1,3
2023,1411.701061,1,1,2
1209,2113.850791,0,0,4
5360,6092.399467,0,1,3
1152,1093.345316,1,0,3
10,508.7637913,1,0,5
2815,1501.37548,1,1,4
1708,859.0587897,0,0,3
3324,887.1803664,1,0,5
9997,5695.95181,1,1,4
5711,6089.889713,1,0,2
5168,4639.026778,1,1,4
9917,6013.937985,0,0,2
5963,6771.506746,0,0,3
6093,5808.42996,1,0,3
4813,1244.63125,1,0,3
1897,1081.14434,0,0,2
4474,1019.877653,0,1,4
3445,495.3955859,1,0,3
9207,5284.511287,0,1,3
8227,3874.362144,1,1,3
6220,5593.760801,0,1,5
3807,659.0331885,0,1,4
4415,809.618878,1,0,2
5908,5733.79702,0,0,3
1673,644.1045211,0,0,3
9212,5390.477473,1,0,5
9893,6422.525635,1,0,4
6272,6269.834827,1,1,4
3636,441.303964,0,0,4
428,1467.273158,1,0,4
7275,5665.576718,0,1,4
2537,1559.752741,0,0,4
6625,5361.534076,1,0,2
8019,3798.942746,1,1,2
547,1808.311421,1,1,2
8792,5964.710238,1,1,5
4359,2313.442726,0,0,5
4351,1445.492967,1,0,3
2534,804.9040342,0,0,4
6658,4148.530189,0,1,3
3961,1859.062929,1,0,3
4763,860.1917234,1,0,5
6935,6309.069748,0,1,5
172,1522.289512,1,0,4
5273,5824.302038,0,0,3
1540,465.2586783,0,0,2
1483,2214.953933,1,0,3
1907,874.1933216,1,1,3
8127,5596.424346,0,0,3
2735,1438.080654,0,0,5
8274,4979.327874,1,0,4
1901,2060.745551,1,1,3
694,1831.930109,0,1,5
4680,1192.115613,1,1,5
9345,5214.288823,1,1,5
8135,4819.60719,0,0,3
7440,4962.835767,1,0,2
6212,6246.190895,0,0,2
9717,5453.508337,0,1,3
2097,1478.422099,1,0,3
7858,6373.012781,1,1,4
8292,4486.299295,0,1,4
4878,944.6151981,0,0,4
7779,5622.295605,1,0,4
5515,5929.012302,1,0,4
7174,5396.112945,0,0,3
542,1197.180331,0,1,3
4069,2006.605241,0,0,5
9071,6379.279332,0,1,6
9915,5212.970867,0,1,3
7709,5109.486658,0,1,1
7002,5814.158774,0,0,2
2679,2609.91314,0,0,2
6399,4404.023519,0,0,3
9818,5500.52688,1,0,4
9854,5278.695296,1,1,1
2729,922.2317794,0,1,3
883,692.3788089,1,0,5
7525,5354.221755,0,1,3
7154,6175.153891,0,0,3
9269,6433.080677,0,0,2
1971,1729.615672,0,1,3
3289,2239.792619,0,1,3
9943,7006.344444,1,1,3
1517,1526.533644,1,0,3
1172,804.3790601,1,0,6
1447,1100.161591,1,0,3
7058,5798.959401,1,0,4
6733,5785.930696,0,0,4
2839,1206.589518,1,1,4
1330,941.291001,0,0,1
3758,1025.488105,0,1,4
9849,5531.532115,1,1,4
9828,5631.449762,0,0,3
76,1648.102673,1,1,5
827,767.1879493,1,1,2
8751,4002.030513,0,1,2
9415,5231.943657,1,0,4
8706,4791.676231,1,0,3
7696,5331.810673,0,1,4
2751,1158.10468,1,0,3
5563,3170.023123,0,0,4
6762,5041.432965,0,1,3
3784,1738.461046,1,1,4
8558,5406.926303,0,1,6
2388,1849.738644,1,1,4
8158,5894.676109,1,1,2
1623,2283.190011,0,1,3
7698,6597.676726,1,0,2
8358,4557.472307,1,1,4
9618,4492.694472,0,0,4
946,1486.699299,0,1,3
7703,5210.641825,1,0,2
5853,3832.149233,1,1,3
4939,1026.949787,0,0,5
8176,4022.432118,1,0,2
7500,5645.101799,1,1,3
9450,5829.765326,0,0,3
9375,5180.761441,0,0,3
2873,939.6683701,0,0,2
1116,2136.125116,0,0,4
7656,5925.343914,0,1,4
9732,5602.940401,0,0,4
226,1452.334634,0,0,4
8885,4727.906301,0,1,4
1857,1338.549194,0,0,4
8297,5731.337685,0,0,4
6774,5974.963224,1,1,4
5376,5964.347127,0,0,4
846,829.1270366,0,1,4
573,1631.872719,0,0,4
7720,6101.070814,0,1,5
8650,5291.533225,1,1,3
6878,6362.332762,0,0,3
3180,284.4922663,0,0,3
3233,1131.268205,0,0,3
3673,980.9842958,0,0,4
6578,5494.745121,0,0,3
155,2220.255405,1,1,4
477,1551.398147,1,1,6
6398,4982.535602,0,0,4
3711,439.0514662,1,1,3
4088,1068.365286,1,0,3
6226,6179.8226,0,0,3
3088,1077.205282,1,0,6
3952,1265.511252,0,0,2
5787,5367.056964,1,1,3
4375,778.5344798,1,1,5
9979,5252.240805,0,1,3
6696,4827.450022,1,0,3
9958,6707.388345,0,0,2
1088,1882.523799,0,1,3
7123,4133.654101,1,0,2
4479,664.5638593,0,0,5
1100,2172.681118,0,1,6
5505,5803.879938,0,1,3
8494,5779.47654,1,0,3
6627,5402.984208,0,0,4
3238,938.8632527,1,0,4
648,1219.21915,1,0,4
6778,4871.477155,0,1,4
7267,4996.095261,0,1,2
919,1224.604104,1,0,2
208,758.4775985,0,0,5
9224,5659.754528,1,0,4
5309,4667.397297,1,1,3
9347,5815.077393,0,0,5
8425,6238.373858,1,0,3
3937,1826.132589,0,0,4
3740,650.9200141,0,0,4
7522,6548.096564,1,1,6
4394,2458.677481,1,0,3
5587,5678.725935,0,1,3
4624,2117.66,0,1,3
5688,6069.194377,0,0,3
4539,1458.518135,1,0,1
9279,5978.652711,1,0,3
8894,7084.802797,1,1,2
5235,5429.301177,1,0,5
8173,5480.386537,1,1,2
8102,5856.498648,1,0,5
6902,4181.937026,1,1,2
7534,4645.007236,0,0,4
8761,3570.28345,0,1,1
9021,5662.729675,1,0,3
6471,6540.915805,0,1,3
9755,6124.759369,1,0,3
6228,6684.346075,1,1,2
6654,6294.11967,1,0,4
3417,2790.826119,1,0,4
1837,1636.72261,1,0,3
2454,1122.653549,0,1,3
3030,2035.111954,1,0,2
168,1112.937102,0,0,3
6105,6179.798997,0,1,3
9566,5491.9286,1,1,5
48,1213.940165,1,1,3
6298,5150.603073,0,0,5
8113,4729.092575,0,1,4
4494,1904.60275,0,0,4
1508,913.9626257,0,0,4
7865,6064.179779,0,0,3
2613,1439.925812,0,0,3
7702,4711.946736,1,0,5
9101,6587.367938,1,0,4
5366,4527.054831,0,1,3
2222,610.2392527,0,0,3
5691,5095.502574,0,0,5
987,1084.371719,1,0,2
424,1614.544362,1,1,4
5995,5560.7204,0,1,3
1435,587.0970427,0,0,2
6629,5826.681585,0,0,4
5903,4439.358981,1,0,3
9238,6175.832114,0,1,3
6216,4881.833739,0,0,3
2287,1217.367061,1,1,5
7148,6431.749062,1,0,4
2115,1016.19707,1,0,5
5201,4113.33849,0,0,4
1783,1239.519501,0,1,1
4899,1096.59855,0,1,4
2051,1680.552794,0,0,3
7150,5988.775784,1,1,3
1351,1755.239032,0,0,2
7668,6446.795599,1,1,2
9410,6832.868436,0,0,4
3085,397.7861758,0,0,3
3922,843.1843931,0,1,3
8265,5683.580246,1,1,4
1738,720.6019295,0,0,4
9265,5756.010952,1,1,4
7551,6159.279047,1,0,3
3888,252.1141473,1,1,5
5613,6319.838076,0,0,4
8368,4951.560917,1,1,4
4131,2064.732863,0,0,4
6342,5888.86414,0,1,4
7045,3975.383715,0,1,5
1469,1729.34277,1,0,4
8197,5696.204344,0,1,3
565,338.2592054,0,1,4
8568,4504.376908,0,0,3
9107,6503.687238,0,1,5
3779,951.5719456,0,0,4
4171,1117.392471,0,0,3
856,1621.139508,1,0,3
310,1301.49424,1,0,4
1781,1572.393016,1,1,4
4379,1308.744827,1,0,3
8182,6518.264091,0,0,3
5364,4756.00161,1,1,4
3307,722.927922,0,1,3
548,1942.452213,1,0,1
7867,5718.68358,0,0,4
2478,792.1819969,1,0,3
9712,5981.786697,0,1,3
